Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Return,MA_5,MA_10,Volatility_5,Price_Change,Target
2021-02-18 00:00:00-05:00,232.5511083382188,234.5996254662749,231.6470611635673,234.4649810791016,16925600,0.0,0.0,-0.0016788877253495205,234.56792907714845,233.7020477294922,0.4707159606482773,1.9138727408827947,0
2021-02-19 00:00:00-05:00,234.4265166971564,234.53230976349187,230.99306282392587,231.7528533935547,25262600,0.0,0.0,-0.01156730388079541,233.99891967773436,233.65551300048827,1.340819563183026,-2.6736633036016997,0
2021-02-22 00:00:00-05:00,228.33864303907808,228.82913016967535,223.51065478002488,225.5399475097656,36446900,0.0,0.0,-0.026808325303501412,232.0913818359375,232.96945495605468,3.8531891012028394,-2.798695529312482,0
2021-02-23 00:00:00-05:00,221.5198046781942,225.84767822105573,219.98099932623367,224.34735107421875,30228700,0.0,0.0,-0.005287739261778501,230.19288330078126,232.1382308959961,4.956805295048391,2.827546396024559,1
2021-02-24 00:00:00-05:00,221.21207764018945,226.20356170801332,220.24071557506963,225.57843017578125,26339700,0.0,0.0,0.005487379706815565,228.3367126464844,231.30536956787108,4.4880595684111215,4.366352535591801,0
2021-02-25 00:00:00-05:00,223.20285135829647,225.6168375975213,219.16350592936016,220.2310485839844,39542200,0.0,0.0,-0.023705199063713267,225.48992614746095,230.0289276123047,4.129039349994272,-2.971802774312067,1
2021-02-26 00:00:00-05:00,222.67390094963852,226.36701617746488,220.76001381444945,223.49139404296875,37819200,0.0,0.0,0.014804204402364407,223.83763427734374,228.91827697753905,2.197464139511103,0.8174930933302278,1
2021-03-01 00:00:00-05:00,226.87680127956335,228.38675570482943,224.2319889876539,227.8770294189453,25324000,0.0,0.0,0.0196232852488869,224.3050506591797,228.1982162475586,2.812554309538851,1.00022813938196,0
2021-03-02 00:00:00-05:00,227.94428610482703,228.22320172977388,224.5204595960881,224.9243927001953,22812500,0.0,0.0,-0.012957149416414682,224.420458984375,227.30667114257812,2.8265282064512163,-3.0198934046317163,0
2021-03-03 00:00:00-05:00,223.2797975753155,224.64548028860872,218.5672155842376,218.85574340820312,34029500,0.0,0.0,-0.026980841069030537,223.07592163085937,225.70631713867186,3.624338060116133,-4.424054167112388,0
2021-03-04 00:00:00-05:00,218.0671220058217,223.59718252075484,215.6819722958924,218.0574951171875,44727800,0.0,0.0,-0.0036473719107602554,222.6412109375,224.06556854248046,4.143963699820178,-0.00962688863418748,1
2021-03-05 00:00:00-05:00,220.7408002725728,224.3473617295842,217.7978484716733,222.74124145507807,41872800,0.0,0.0,0.021479409984845654,222.49118041992188,223.1644073486328,4.118992279438864,2.0004411825052557,0
2021-03-08 00:00:00-05:00,222.52003591331203,224.44353542154,218.4422263479561,218.69227600097656,35267400,0.0,0.0,-0.018177888511580753,220.65422973632812,222.4796401977539,3.0173148603737268,-3.827759912335466,1
2021-03-09 00:00:00-05:00,223.97226078418777,226.37663488338205,222.8085372631184,224.83782958984372,33080500,0.0,0.0,0.028101374686135383,220.6369171142578,222.5286880493164,2.9867822664393526,0.8655688056559541,0
2021-03-10 00:00:00-05:00,227.9346612370885,227.9346612370885,223.16437663768343,223.52984619140625,29746800,0.0,0.0,-0.00581745252043897,221.57173767089844,222.3238296508789,3.0211953237563236,-4.4048150456822555,1
2021-03-11 00:00:00-05:00,225.97274282318187,230.0217013232755,225.34759663880936,228.0597381591797,29907600,0.0,0.0,0.020265266786317904,223.5721862792969,223.10669860839843,3.400211801217655,2.0869953359978126,0
2021-03-12 00:00:00-05:00,225.05901806836812,226.7997971672687,224.3088545561941,226.7324676513672,22653700,0.0,0.0,-0.005819837023955943,224.37043151855468,223.4308059692383,3.6178962434103106,1.6734495829990692,0
2021-03-15 00:00:00-04:00,225.9727319636525,226.1939303012712,222.94321138913836,225.82846069335935,26034900,0.0,0.0,-0.003987108539734496,225.79766845703125,223.2259490966797,1.7360922723425463,-0.14427127029316011,1
2021-03-16 00:00:00-04:00,227.24222868505888,230.87764154891525,226.91523729363269,228.61753845214844,28092200,0.0,0.0,0.012350426293593841,226.5536102294922,223.595263671875,2.01427417659514,1.3753097670895613,0
2021-03-17 00:00:00-04:00,227.1172182803652,229.42542669569997,224.30891051557515,227.97317504882807,29562100,0.0,0.0,-0.0028185213071709736,227.44227600097656,224.5070068359375,1.1349650749282696,0.8559567684628746,0
2021-03-18 00:00:00-04:00,223.6645288112691,225.2321856649912,221.51983088863727,221.89491271972656,34833000,0.0,0.0,-0.02666218219665384,226.20931091308594,224.8907485961914,2.6430828686776255,-1.769616091542531,0
2021-03-19 00:00:00-04:00,222.18344837964992,223.57798268898384,220.57732793509152,221.53907775878903,46430700,0.0,0.0,-0.001603619283453206,225.1706329345703,224.7705322265625,3.3198898035253275,-0.644370620860883,1
2021-03-22 00:00:00-04:00,221.4621381695142,227.83852958365864,221.3371059951713,226.96334838867188,30127000,0.0,0.0,0.02448448682172799,225.39761047363282,225.59763946533204,3.41358208313323,5.501210219157684,1
2021-03-23 00:00:00-04:00,228.4059234728698,231.8297497860793,228.0019903918306,228.4924774169922,31638400,0.0,0.0,0.006737339042521162,225.37259826660156,225.96310424804688,3.384424164866187,0.08655394412238593,0
