Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-02-04 00:00:00+05:30,1131.211624326662,1138.6063365926661,1119.811519034765,1126.23779296875,5032240,0.0,0.0
2021-02-05 00:00:00+05:30,1132.444092435958,1134.5128237163976,1110.9642549215084,1119.85546875,5477481,0.0,0.0
2021-02-08 00:00:00+05:30,1131.6518008027583,1153.2196492039,1122.8485973737208,1147.5416259765625,6921922,0.0,0.0
2021-02-09 00:00:00+05:30,1150.490534846669,1172.5865512190387,1142.523593747769,1149.3021240234375,7965949,0.0,0.0
2021-02-10 00:00:00+05:30,1140.7191458914072,1148.2458203636193,1129.979173207175,1141.3353271484375,5951207,0.0,0.0
2021-02-11 00:00:00+05:30,1134.7328543695958,1140.8950964026346,1129.494991625902,1137.946044921875,4673317,0.0,0.0
2021-02-12 00:00:00+05:30,1148.8178770279114,1165.3238810081975,1145.7808152799241,1153.04345703125,5797875,0.0,0.0
2021-02-15 00:00:00+05:30,1162.0226695746428,1169.4173807823101,1150.6665174479708,1152.911376953125,4363513,0.0,0.0
2021-02-16 00:00:00+05:30,1156.740993838117,1161.8028360866476,1132.0920228887508,1135.9654541015625,6896421,0.0,0.0
2021-02-17 00:00:00+05:30,1135.9652382472548,1139.574529672526,1122.408285308977,1127.954345703125,4575741,0.0,0.0
2021-02-18 00:00:00+05:30,1123.2887924252084,1149.6984035323842,1122.4084720549693,1137.77001953125,6437551,0.0,0.0
2021-02-19 00:00:00+05:30,1140.9832860809256,1143.9763970305332,1123.9931662845765,1136.7578125,5389696,0.0,0.0
2021-02-22 00:00:00+05:30,1140.0148390885133,1151.9432226672286,1109.2036272212563,1113.78125,7371303,0.0,0.0
2021-02-23 00:00:00+05:30,1119.0191594830774,1136.4934957685794,1107.0468250167494,1114.7935791015625,6612942,0.0,0.0
2021-02-24 00:00:00+05:30,1109.247430250637,1123.816664023544,1102.1608101720976,1121.7919921875,4537258,0.0,0.0
2021-02-25 00:00:00+05:30,1134.2486958235556,1144.196358621312,1119.767469256633,1122.0123291015625,8788221,0.0,0.0
2021-02-26 00:00:00+05:30,1117.1264049578488,1121.792145299428,1095.7786387480553,1103.305419921875,15132388,0.0,0.0
2021-03-01 00:00:00+05:30,1112.1087025290365,1130.7714503167083,1108.3232821710671,1115.3658447265625,5756286,0.0,0.0
2021-03-02 00:00:00+05:30,1128.7905613587432,1153.2194465821435,1126.1055418002557,1148.377685546875,10461434,0.0,0.0
2021-03-03 00:00:00+05:30,1161.3186288892,1185.7915789976744,1151.459083391951,1182.7545166015625,9056399,0.0,0.0
2021-03-04 00:00:00+05:30,1175.2274213961591,1200.6246366884466,1167.2165293792084,1171.1339111328125,12041941,0.0,0.0
2021-03-05 00:00:00+05:30,1169.5053749599265,1179.6290571669563,1148.861909443889,1159.1175537109375,6486176,0.0,0.0
2021-03-08 00:00:00+05:30,1166.2483532735523,1184.9991108147522,1159.5578331575844,1175.8878173828125,5119392,0.0,0.0
2021-03-09 00:00:00+05:30,1170.385710330257,1188.8283756056833,1160.922268144435,1184.514892578125,6518173,0.0,0.0
2021-03-10 00:00:00+05:30,1194.5065535631416,1209.560008154973,1192.8339236171678,1204.41015625,7925984,0.0,0.0
2021-03-12 00:00:00+05:30,1208.6797785376261,1225.1417252536396,1206.0828766227546,1210.308349609375,9462061,0.0,0.0
2021-03-15 00:00:00+05:30,1206.038876053752,1214.7540689860443,1195.9151920576803,1209.2080078125,6658635,0.0,0.0
2021-03-16 00:00:00+05:30,1220.1678585775971,1237.730203617515,1215.2820384736694,1218.3631591796875,9352771,0.0,0.0
2021-03-17 00:00:00+05:30,1225.625954097866,1232.4484365142844,1216.602670901958,1221.0042724609375,7626744,0.0,0.0
2021-03-18 00:00:00+05:30,1226.946334982818,1226.946334982818,1156.300635695018,1177.076171875,10961755,0.0,0.0
2021-03-19 00:00:00+05:30,1170.8259242505767,1193.009951409885,1160.2620813250076,1183.5465087890625,12767112,0.0,0.0
2021-03-22 00:00:00+05:30,1188.5203483359587,1211.320664308968,1176.1958648328152,1206.7430419921875,4862758,0.0,0.0
2021-03-23 00:00:00+05:30,1208.1955225939473,1217.703024581029,1196.883428513493,1207.4033203125,7165335,0.0,0.0
2021-03-24 00:00:00+05:30,1195.3430568663478,1206.4350726296036,1185.1313615201914,1191.7337646484375,6134303,0.0,0.0
2021-03-25 00:00:00+05:30,1185.5713696026812,1190.6332113514952,1168.713214286175,1174.1712646484375,8749994,0.0,0.0
2021-03-26 00:00:00+05:30,1183.7666580566158,1194.3305015997794,1172.586633291157,1176.283935546875,4922071,0.0,0.0
2021-03-30 00:00:00+05:30,1185.703371195561,1232.4483551746337,1176.2399284683272,1219.5076904296875,10546381,0.0,0.0
2021-03-31 00:00:00+05:30,1216.6026911950014,1221.8846131538799,1200.1407440742212,1204.322265625,8220987,0.0,0.0
2021-04-01 00:00:00+05:30,1214.841933392189,1225.0536267024227,1206.919051217892,1219.4195556640625,5675155,0.0,0.0
2021-04-05 00:00:00+05:30,1224.5254995692171,1254.4563888469693,1221.004218477717,1241.16357421875,9479572,0.0,0.0
2021-04-06 00:00:00+05:30,1252.696056395003,1255.3370178631585,1238.1267093112808,1242.17626953125,5793571,0.0,0.0
2021-04-07 00:00:00+05:30,1241.4717105113793,1263.2155790672348,1238.2585199049374,1259.0340576171875,5879234,0.0,0.0
2021-04-08 00:00:00+05:30,1258.857920022219,1277.9608258941146,1250.9350380080934,1267.529052734375,5654434,0.0,0.0
2021-04-09 00:00:00+05:30,1280.8659961023566,1280.8659961023566,1258.9020482944743,1268.5855712890625,6052712,0.0,0.0
2021-04-12 00:00:00+05:30,1297.59202855816,1300.7172083820185,1245.653134606375,1255.1165771484375,20384532,0.0,0.0
2021-04-13 00:00:00+05:30,1261.498787247652,1263.4795076044609,1210.4402180499103,1229.9393310546875,14855206,0.0,0.0
2021-04-15 00:00:00+05:30,1172.850803933445,1202.869705317751,1162.0228210258588,1197.8958740234375,25342491,0.0,0.0
2021-04-16 00:00:00+05:30,1201.6373693408068,1206.787222288641,1185.4394521739785,1191.7337646484375,10879878,0.0,0.0
2021-04-19 00:00:00+05:30,1179.6290829339875,1214.5777523320496,1172.8946118265376,1199.4803466796875,12508028,0.0,0.0
2021-04-20 00:00:00+05:30,1213.9617280860366,1213.9617280860366,1181.7420256855933,1189.620849609375,8560766,0.0,0.0
2021-04-22 00:00:00+05:30,1193.3181242443113,1201.4610863273435,1184.1627724101147,1189.400634765625,6622446,0.0,0.0
2021-04-23 00:00:00+05:30,1182.2701684621502,1187.0239195967097,1171.7063248124512,1174.1712646484375,7316262,0.0,0.0
